country	name	id	screen_name	final_party
Austria	Stöger Alois	1296727846962987008	_sozialois	Social Democratic Party of Austria
Austria	Fürlinger Klaus	1275473419186909185	klausfuerlinger	Austrian People's Party
Austria	Schroll Alois	1242089434222407681	AloisSchroll	Social Democratic Party of Austria
Austria	Drobits Christian	1217059431499935744	drobits_chr	Social Democratic Party of Austria
Austria	Künsberg Sarre Martina	1212035979097174017	kuensberg	NEOS -- The New Austria
Austria	Muchitsch Josef	1159748421319872514	JosefMuchitsch	Social Democratic Party of Austria
Austria	Heinz-Christian Strache	1034417265607933952	HCSTracheFP	Freedom Party of Austria
Austria	Hannes Heide	1019231126181826561	HannesHeide	Social Democratic Party of Austria
Austria	Holzleitner Eva Maria	980885362993180672	eviholz	Social Democratic Party of Austria
Austria	Neßler Barbara	974404372774998017	BarbaraNessler	The Greens -- The Green Alternative
Austria	Silvan Rudolf	953241222776328193	Rudolf_Silvan	Social Democratic Party of Austria
Austria	Karoline Edtstadler	948147368918208512	k_edtstadler	Austrian People's Party
Austria	Nussbaum Verena	935515865453297664	VerenaNussbaum	Social Democratic Party of Austria
Austria	Kovacevic Christian	934883197762011136	chr_kovacevic	Social Democratic Party of Austria
Austria	Kickl Herbert	905877379280760832	zur_erklaerung	Freedom Party of Austria
Austria	Zarits Christoph	900818098743390208	ChristophZarits	Austrian People's Party
Austria	Ecker Cornelia	895085701070331904	corneliaecker	Social Democratic Party of Austria
Austria	Preiner Erwin	886202991707131904	ErwinPreiner	Social Democratic Party of Austria
Austria	Doppelbauer Karin	866176167971360769	DoppelbauerK	NEOS -- The New Austria
Austria	Koza Markus	809673582582308864	Kozarischer	The Greens -- The Green Alternative
Austria	Zorba Süleyman	760383091101855744	SuelZorba	The Greens -- The Green Alternative
Austria	Krainer Kai Jan	739507654746378240	KrainerJan	Social Democratic Party of Austria
Austria	Hörl Franz	739471985265266689	hoerlfranz	Austrian People's Party
Austria	Salzmann Gertraud	731944458145648640	GeSalzmann	Austrian People's Party
Austria	Köchl Klaus	3414706043	klauskoechl	Social Democratic Party of Austria
Austria	Hanger Andreas	3367085355	Andreas_Hanger	Austrian People's Party
Austria	Alev Korun	2807674700	AlevKorun	The Greens -- The Green Alternative
Austria	Laimer Robert	2785421152	RobertLaimer	Social Democratic Party of Austria
Austria	Kollross Andreas	2772835668	AndreasKollros	Social Democratic Party of Austria
Austria	Marchetti Nico	2711524718	niiico_laus	Austrian People's Party
Austria	Monika Vana	2615232002	MonikaVana	The Greens -- The Green Alternative
Austria	Kirchbaumer Rebecca	2482019360	RKirchbaumer	Austrian People's Party
Austria	Bürstmayr Georg	2364568520	buerstmayr	The Greens -- The Green Alternative
Austria	Melchior Alexander	2319586399	AxMelchior	Austrian People's Party
Austria	Schnabel Joachim	1921215740	schnabeljoachim	Austrian People's Party
Austria	Yılmaz Nurten	1543602474	FCNurtenYilmaz	Social Democratic Party of Austria
Austria	Loacker Gerald	1540692565	GLoacker	NEOS -- The New Austria
Austria	Schatz Sabine	1533776071	SabineSchatz	Social Democratic Party of Austria
Austria	Aygül Berivan Aslan	1489644792	Berivan_Aslan_	The Greens -- The Green Alternative
Austria	Shetty Yannick	1286517246	yannickshetty	NEOS -- The New Austria
Austria	Schnedlitz Michael	1285994456	MSchnedlitz	Freedom Party of Austria
Austria	Schimanek Carmen	1252282256	CarmenSchimanek	Freedom Party of Austria
Austria	Mölzer Wendelin	865171885	wendemoelzer	Freedom Party of Austria
Austria	Jachs Johanna	811008914	JachsJ	Austrian People's Party
Austria	Obernosterer Gabriel	758952162	G_Obernosterer	Austrian People's Party
Austria	Bayr Petra	590798448	BayrPetra	Social Democratic Party of Austria
Austria	Stögmüller David	540694329	Stoegmueller	The Greens -- The Green Alternative
Austria	Wassermann Sandra	517935606	Wassermann__	Freedom Party of Austria
Austria	Meinl-Reisinger Beate	444969570	BMeinl	NEOS -- The New Austria
Austria	Lercher Maximilian	394177801	MaxLercher	Social Democratic Party of Austria
Austria	Lindner Mario	393994997	MarioLindner82	Social Democratic Party of Austria
Austria	El-Nagashi Faika	337807320	el_nagashi	The Greens -- The Green Alternative
Austria	Brandstätter Helmut	334036057	HBrandstaetter	NEOS -- The New Austria
Austria	Hofer Norbert	333606989	norbertghofer	Freedom Party of Austria
Austria	Lindinger Klaus	323157806	LexnKlaus	Austrian People's Party
Austria	Wimmer Petra	284191254	PetraWimmer	Social Democratic Party of Austria
Austria	Brandstötter Henrike	278921219	brand_rede	NEOS -- The New Austria
Austria	Christian Kern	270564264	KernChri	Social Democratic Party of Austria
Austria	Hammer Lukas	256221937	lukas_hammer	The Greens -- The Green Alternative
Austria	Krisper Stephanie	256020864	steffi_krisper	NEOS -- The New Austria
Austria	Karl Nehammer	183542655	karlnehammer	Austrian People's Party
Austria	Ulrike Lunacek	182404196	UlrikeLunacek	The Greens -- The Green Alternative
Austria	Werner Kogler	154096311	WKogler	The Greens -- The Green Alternative
Austria	Hafenecker Christian	150739282	hafi1980	Freedom Party of Austria
Austria	Scherak Nikolaus	140398719	NikiScherak	NEOS -- The New Austria
Austria	Kucharowits Katharina	109310122	kathi_kuch	Social Democratic Party of Austria
Austria	Julian Schmid	101773849	_julianschmid	The Greens -- The Green Alternative
Austria	Gerstl Wolfgang	96791014	wolfganggerstl	Austrian People's Party
Austria	Hoyos-Trauttmansdorff Douglas	87757854	derHoyos	NEOS -- The New Austria
Austria	Schallmeiner Ralph	68799321	R_Schallmeiner	The Greens -- The Green Alternative
Austria	Hamann Sibylle	50578233	sibyllehamann	The Greens -- The Green Alternative
Austria	Sebastian Kurz	46623193	sebastiankurz	Austrian People's Party
Austria	Himmelbauer Eva-Maria	46437165	EHimmelbauer	Austrian People's Party
Austria	Jeitler-Cincelli Carmen	46350978	carmenjeitler	Austrian People's Party
Austria	Claudia Gamon	37776042	dieGamon	NEOS -- The New Austria
Austria	Margreiter Johannes	24527379	HannesM	NEOS -- The New Austria
Austria	Maurer Sigrid	22000071	sigi_maurer	The Greens -- The Green Alternative
Austria	Gödl Ernst	19255232	Ernesto71	Austrian People's Party
Austria	Kucher Philip	16097307	philipkucher	Social Democratic Party of Austria
Austria	Andreas Schieder	15749452	SCHIEDER	Social Democratic Party of Austria
Austria	Blimlinger Eva	1135101106458157057	blimlinger	The Greens -- The Green Alternative
Austria	Tomaselli Nina	970361797625761792	dietomaselli	The Greens -- The Green Alternative
Austria	Androsch Maurice, Ing.	4924192780	m_androsch	Social Democratic Party of Austria
Austria	Reifenberger Volker, Ing. Mag.	4861442225	ReifenbergerV	Freedom Party of Austria
Austria	Alexander Van der Bellen	4502695341	vanderbellen	Social Democratic Party of Austria
Austria	Griss Irmgard, Dr.	3977948775	IrmgardGriss	NEOS -- The New Austria
Austria	Kaniak Gerhard, Mag.	3312189503	GerhardKaniak	Freedom Party of Austria
Austria	Rendi-Wagner Pamela, Dr., MSc	3058262529	rendiwagner	Social Democratic Party of Austria
Austria	Lintl Jessi, Dr.	2884569563	jessilintl	Freedom Party of Austria
Austria	Disoski Meri, Mag.	2328562887	disoski	The Greens -- The Green Alternative
Austria	Kugler Gudrun, Dr.	2244017653	GudrunKugler	Austrian People's Party
Austria	Rossmann Bruno, Mag.	2207184570	rossmannbruno	The Greens -- The Green Alternative
Austria	Litschauer Martin, Ing.	2180371392	Energielix	The Greens -- The Green Alternative
Austria	Weidinger Peter, Mag.	1926452634	PeterWeidinger	Austrian People's Party
Austria	Prammer Agnes Sirkka, Mag.	1447681058	AgnesPrammer	The Greens -- The Green Alternative
Austria	Ernst-Dziedzic Ewa, Dr.	1418867791	dziedzic_ewa	The Greens -- The Green Alternative
Austria	Götze Elisabeth, Dr.	1213149800	eligoetze	The Greens -- The Green Alternative
Austria	Zinggl Wolfgang, Mag. Dr.	1101093044	wolfgang_zinggl	The Greens -- The Green Alternative
Austria	Drozda Thomas, Mag.	989554376	thomasdrozda	Social Democratic Party of Austria
Austria	Leichtfried Jörg, Mag.	862795896	jleichtfried	Social Democratic Party of Austria
Austria	Herr Julia Elisabeth	854535318	frauherr	Social Democratic Party of Austria
Austria	Lopatka Reinhold, Dr.	816879318	ReinholdLopatka	Austrian People's Party
Austria	Ofenauer Friedrich, Mag.	791530405	fritzof	Austrian People's Party
Austria	Bißmann Martha, Dipl.-Ing. (FH)	713964643	MarthaBissmann	Other
Austria	Lugar Robert, Ing.	703591886	LugarRobert	Freedom Party of Austria
Austria	Deimek Gerhard, Dipl.-Ing.	574351267	GerhardDeimek	Freedom Party of Austria
Austria	Jenewein Hans-Jörg, MA	543297567	Rosswange	Freedom Party of Austria
Austria	Belakowitsch Dagmar, Dr.	518358904	BelaDagmar	Freedom Party of Austria
Austria	Gudenus Johann, Mag., M.A.I.S.	510411966	JGudenus	Freedom Party of Austria
Austria	Eypeltauer Felix, Mag.	494861194	FelixEypeltauer	NEOS -- The New Austria
Austria	Yildirim Selma, Mag.	454736150	yldrm_selma	Social Democratic Party of Austria
Austria	Schrangl Philipp, Mag.	393965843	PhilippSchrangl	Freedom Party of Austria
Austria	Schellhorn Josef	282732697	pepssch	NEOS -- The New Austria
Austria	Dönmez Efgani, PMM	264187690	efganidoenmez	The Greens -- The Green Alternative
Austria	Matznetter Christoph, Dr.	249404950	Matznetter	Social Democratic Party of Austria
Austria	Schwarz Jakob, Mag. Dr., BA	222130347	JakobCSchwarz	The Greens -- The Green Alternative
Austria	Einwallner Reinhold, Ing.	214079064	einwallner	Social Democratic Party of Austria
Austria	Holzinger-Vogtenhuber Daniela, BA	201017209	HolzingerDan	Social Democratic Party of Austria
Austria	Bernhard Michael	174998008	michi_bernhard	NEOS -- The New Austria
Austria	Peter Pilz	168482405	Peter_Pilz	The Greens -- The Green Alternative
Austria	Engelberg Martin, Mag.	111102286	MartinEngelberg	Austrian People's Party
Austria	Stark Christoph	88396316	stark8200	Austrian People's Party
Austria	Ragger Christian	66646980	christianragger	Freedom Party of Austria
Austria	Kaufmann Martina, MMSc BA	19530594	martinakaufmann	Austrian People's Party
Austria	Reimon Michel, MBA	17448796	michelreimon	The Greens -- The Green Alternative
Belgium	Vindevoghel Maria	1351602609958891521	MariaVindevogh1	Workers' Party of Belgium
Belgium	Vanpeborgh Gitta	1347181098573438977	VanpeborghGitta	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Dillen Marijke	1326812645870153728	DillenMarijke	Flemish Block | Flemish Interest
Belgium	Platteau Eva	1322188861724909568	PlatteauEva	Agalev -- Green
Belgium	Goethals Sigrid	1308119714279968770	GoethalsSigrid2	New Flemish Alliance
Belgium	Sneppe Dominiek	1235911352633483264	DominiekSneppe	Flemish Block | Flemish Interest
Belgium	Ben Achour Malik	1204053801642143747	BenAchourMalik2	Socialist Party [Francophone]
Belgium	Tison Philippe	1184071863418458112	PhTison	Socialist Party [Francophone]
Belgium	Thémont Sophie	1184049631375872001	SophieThemont	Socialist Party [Francophone]
Belgium	Ravyts Kurt	1184019941973995520	KurtRavyts	Flemish Block | Flemish Interest
Belgium	Daems Greet	1176525309140709377	DaemsGreet	Workers' Party of Belgium
Belgium	Dewulf Nathalie	1147428668609835008	DewulfNathalie	Flemish Block | Flemish Interest
Belgium	Verduyckt Kris	1141026131484774400	kris_verduyckt	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Goblet Marc	1110235483257389056	MarcGoblet	Socialist Party [Francophone]
Belgium	De Maegd Michel 	1110158391211708416	DeMaegdMichel	Reformist Movement
Belgium	Taquin Caroline	1102277106329968642	TaquinCaroline	Reformist Movement
Belgium	Gilissen Erik	1048196971356442624	ErikGilissen	Flemish Block | Flemish Interest
Belgium	Ingels Yngvild	1010031669024296960	Yngvild8	New Flemish Alliance
Belgium	Arens Josy	968558966627295233	JosyArens	Other
Belgium	Depraetere Melissa	931493658620235776	MelissaDepr	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Matz Vanessa	852163716992966657	vanessmatz	Other
Belgium	Van Langenhove Dries	848784339483721728	DVanLangenhove	Flemish Block | Flemish Interest
Belgium	aldo carcaci	780472481555550208	carcaci49	Socialist Party [Francophone]
Belgium	Adeline Blancquaert	733953465379065856	A_Blancquaert	Flemish Block | Flemish Interest
Belgium	Vicaire Albert 	724518816584183808	VicaireAlbert	Confederated ecologists for the organisation of original struggles
Belgium	goedele uyttersprot	712920850522095616	G_Uyttersprot	New Flemish Alliance
Belgium	eric massin	710414084181729280	EricMassin	Socialist Party [Francophone]
Belgium	koenraad degroote	4691154253	koenraaddegroo1	New Flemish Alliance
Belgium	Freilich Michael	4245311650	MichaelFreilich	New Flemish Alliance
Belgium	ann vanheste	4234630396	AnnVanheste	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	jean-jacques flahaux	4045328908	FlahauxMRI	Reformist Movement
Belgium	De Spiegeleer Pieter	4010279236	spiegeleer13	Flemish Block | Flemish Interest
Belgium	Karolien Grosemans	3542806097	KaroGrosemans	New Flemish Alliance
Belgium	Farih Nawal	3436535536	NawalFarih	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Véronique Caprasse	3364144787	VCaprasse	Francophone Democratic Front
Belgium	Cogolati Samuel 	3086239053	SamuelCogolati	Confederated ecologists for the organisation of original struggles
Belgium	Delizée Jean-Marc	3074970471	jmdelizee	Socialist Party [Francophone]
Belgium	paul-olivier delannois	3072587134	podelannois	Socialist Party [Francophone]
Belgium	Safai Darya	3060125596	SafaiDarya	New Flemish Alliance
Belgium	Bayet Hugues	3034958314	HuguesBayet	Socialist Party [Francophone]
Belgium	sabien lahaye-battheu	3017723038	SBattheu	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Jan Laeremans	2966065577	Janlaeremans	Flemish Block | Flemish Interest
Belgium	willy demeyer	2956395495	Willy_Demeyer	Socialist Party [Francophone]
Belgium	Bacquelaine Daniel 	2874908639	DanBacquelaine	Reformist Movement
Belgium	De Block Maggie	2860510937	Maggie_DeBlock	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Marghem Marie-Christine	2856838395	McMarghem	Reformist Movement
Belgium	Elke Sleurs	2827055523	ElkeSleurs	New Flemish Alliance
Belgium	johan klaps	2818639564	JohanKlaps	New Flemish Alliance
Belgium	hendrik vuye	2793877337	HendrikVuye	New Flemish Alliance
Belgium	dirk van der maelen	2785649857	dirkvdmaelen	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Matthias Diependaele	2761161567	MDiependaele	New Flemish Alliance
Belgium	Lacroix Christophe	2722025873	LacroixCh	Socialist Party [Francophone]
Belgium	nawal ben hamou	2654112169	nawalbenhamou	Socialist Party [Francophone]
Belgium	Burton Emmanuel	2588017745	BurtonEmmanuel	Reformist Movement
Belgium	Boukili Nabil	2502350551	N_Boukili	Workers' Party of Belgium
Belgium	Van der Donckt Wim	2442196564	vanderdoncktwim	New Flemish Alliance
Belgium	Zuhal Demir	2438136788	Zu_Demir	New Flemish Alliance
Belgium	Jiroflée Karin	2411241452	KarinJiroflee	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Depoorter Kathleen	2390807984	KDepoorterMP	New Flemish Alliance
Belgium	Buysrogge Peter	2382815018	PeterBuysrogge	New Flemish Alliance
Belgium	rita bellens	2367518554	BellensRita	New Flemish Alliance
Belgium	Benoît Friart	2366945215	BenoitFriart	Reformist Movement
Belgium	Moutquin Simon	2359526718	SimonMoutquin	Confederated ecologists for the organisation of original struggles
Belgium	Liesbeth Homans	2330516976	LiesbethHomans	New Flemish Alliance
Belgium	philippe blanchart	2320348984	PhilBlanchart	Socialist Party [Francophone]
Belgium	Kris Van Dijck	2294392189	KrisVanDijck1	New Flemish Alliance
Belgium	peter vanvelthoven	2260100922	VvelthovenPeter	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Verhaert Marianne	2257825612	MarianeVerhaert	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	anne dedry	2226103702	annededry	Agalev -- Green
Belgium	D&#039;Haese Christoph	2188152894	JosDHaese	New Flemish Alliance
Belgium	ine somers	1946262222	IneSomers	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Piedboeuf Benoît 	1910345449	Benoitbp59	Reformist Movement
Belgium	brecht vermeulen	1863195774	VermeulenBrecht	New Flemish Alliance
Belgium	Rohonyi Sophie 	1851210716	SophieRohonyi	Francophone Democratic Front
Belgium	Geens Koen	1585166444	Koen_Geens1	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Lieve Wierinck	1568102785	LieveWierinck	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Ben Weyts	1451696935	BenWeyts	New Flemish Alliance
Belgium	Nadia Sminate	1451357894	NadiaSminate	New Flemish Alliance
Belgium	Fonck Catherine 	1392844044	catherinefonck	Other
Belgium	Hennuy Laurence	1365173000	laurencehennuy	Confederated ecologists for the organisation of original struggles
Belgium	Raskin Wouter	1358793595	RaskinWouter	New Flemish Alliance
Belgium	Prévot Maxime 	1356960020	prevotmaxime	Other
Belgium	Van Bossuyt Anneleen	1356343460	anneleen_vb	New Flemish Alliance
Belgium	fatma pehlivan	1307076637	pehlivan_fatma	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Wouter Van Besien	1282982816	WouterVanBesien	Agalev -- Green
Belgium	Verherstraeten Servais	1259463008	ServaisV	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Kir Emir	1245744524	emir_kir	Socialist Party [Francophone]
Belgium	jan penris	1224857574	JanPenris	Flemish Block | Flemish Interest
Belgium	Aouasti Khalil	1183418838	KhalilAouasti	Socialist Party [Francophone]
Belgium	Depoortere Ortwin	1148114702	OrtwinDepo	Flemish Block | Flemish Interest
Belgium	Warmoes Thierry	1145547632	ThWarmoes	Workers' Party of Belgium
Belgium	Kitir Meryame	1117307676	MeryameKitir	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Sarah Smeyers	1089921426	SarahSmeyers	New Flemish Alliance
Belgium	Buyst Kim	1085994108	BuystKim	Agalev -- Green
Belgium	Roggeman Tomas	1083406650	TRoggeman	New Flemish Alliance
Belgium	Marc Botenga	1055950916	BotengaM	Workers' Party of Belgium
Belgium	inez de coninck	1032292795	inez_deconinck	New Flemish Alliance
Belgium	De Caluwé Robby	1026420624	rdecaluwe	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	olivier maingain	1004498838	OlivierMaingain	Francophone Democratic Front
Belgium	Geert Bourgeois	994821734	GeertBourgeois	New Flemish Alliance
Belgium	dirk van mechelen	993473948	DirkVanMechele1	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Francken Theo	951258554	FranckenTheo	New Flemish Alliance
Belgium	david geerts	905541446	GeertsDavid	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Donné Joy	885282780	joydonne	New Flemish Alliance
Belgium	Nollet Jean-Marc 	877260416	jmnollet	Confederated ecologists for the organisation of original struggles
Belgium	Samyn Ellen	761649192	e_samyn	Flemish Block | Flemish Interest
Belgium	Colebunders Gaby	713166981	ColebundersGaby	Workers' Party of Belgium
Belgium	Hilde Vautmans	700605423	hildevautmans	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	De Wit Sophie	608041261	DeWitSophie	New Flemish Alliance
Belgium	Rik Daems	607968332	RikDaems	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	annick lambrecht	602125550	LambrechtAnnick	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Tillieux Eliane 	601882135	elianetillieux	Socialist Party [Francophone]
Belgium	Flahaut André	593757874	andreflahaut	Socialist Party [Francophone]
Belgium	Metsu Koen	580737124	MetsuKoen	New Flemish Alliance
Belgium	Désir Caroline 	569378609	CarolineDesir	Socialist Party [Francophone]
Belgium	Gabriëls Katja	557697570	katja_gabriels	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Vandenbroucke Joris	555876490	JorisVDBroucke	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Clarinval David 	527758724	DavidClarinval	Reformist Movement
Belgium	alain top	525309781	alain_top	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	renate hufkens	524188147	RenateHufkens	New Flemish Alliance
Belgium	Sophie Wilmès	516626068	Sophie_Wilmes	Reformist Movement
Belgium	Beke Wouter	515620055	wbeke	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Reuter Florence 	512045801	FlorenceReuter	Reformist Movement
Belgium	veerle wouters	503714294	Veerle_Wouters	New Flemish Alliance
Belgium	Willaert Evita	490706325	EvitaWillaert	Agalev -- Green
Belgium	Schlitz Sarah 	487325531	SarahSchlitz	Confederated ecologists for the organisation of original struggles
Belgium	Merckx Sofie 	476895973	Sofie_Merckx	Workers' Party of Belgium
Belgium	De Roover Peter	471895761	PeterDeRoover1	New Flemish Alliance
Belgium	Zanchetta Laurence	465628965	ZanchettaPS	Socialist Party [Francophone]
Belgium	Leroy Marie-Colline	462280284	mcollineleroy	Confederated ecologists for the organisation of original struggles
Belgium	Scourneau Vincent	456249093	scourneau	Reformist Movement
Belgium	Christophe Collignon	453110053	ChristopheHuy	Socialist Party [Francophone]
Belgium	monica de coninck	442598520	MonicaDeConinck	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Mertens Peter	438317752	peter_mertens	Workers' Party of Belgium
Belgium	fabienne winckel	437619782	FabienneWinckel	Socialist Party [Francophone]
Belgium	meyrem almaci	429881279	MeyremAlmaci	Agalev -- Green
Belgium	Van Hecke Stefaan	424093972	SVHecke	Agalev -- Green
Belgium	Wilfried Vandaele	424073958	WilfriedVdaele	New Flemish Alliance
Belgium	luk van biesen	418533274	LukVanBiesen	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Thibaut Cécile	384394553	CecileThibaud	Confederated ecologists for the organisation of original struggles
Belgium	Gilkinet Georges 	383682976	GeorgesGilkinet	Confederated ecologists for the organisation of original struggles
Belgium	sonja becq	381749868	SonjaBecq	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Prévot Patrick	381549171	PPrevot	Socialist Party [Francophone]
Belgium	Demon Franky	372263406	FrankyDemon	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Loones Sander	370709666	SanderLoones	New Flemish Alliance
Belgium	Leysen Christian	366255557	ChristianLeysen	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Van Hoof Els	365329481	ElsVanHoofcdenv	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Goffin Philippe	362914325	PhGoffin	Reformist Movement
Belgium	Dierick Leen	360784538	leendierick	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Van Lommel Reccino	348928538	reccino	Flemish Block | Flemish Interest
Belgium	Klaas Slootmans	325562189	KlaasSlootmans	Flemish Block | Flemish Interest
Belgium	Van Vaerenbergh Kristien	312845736	kris10vanvaer	New Flemish Alliance
Belgium	Cindy Franssen	311025549	FranssenCindy	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Claude Rolin	309257842	clauderolin	Other
Belgium	Lanjri Nahima	280941391	NahimaLanjri	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Bertels Jan	278482119	jan_bertels	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Verhelst Kathleen	275550281	kverhelst	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Gilson Nathalie	270570917	nathaliegilson	Reformist Movement
Belgium	Liekens Goedele	257410956	goedeleliekens	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Renaat Landuyt	257165561	RLanduyt	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	veli yüksel	250299192	veliyuksel	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	nele lijnen	249626115	Nelelijnen	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Crombez John	245296005	johncrombez	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Gijbels Frieda	237217741	FriedaGijbels	New Flemish Alliance
Belgium	Damien Thiery	234096704	DamienThiery	Reformist Movement
Belgium	Karl Vanlouwe	226604470	KarlVanlouwe	New Flemish Alliance
Belgium	Calvo Kristof	222893593	kristofcalvo	Agalev -- Green
Belgium	Stéphane Crusnière	221335901	Steph_Crusniere	Socialist Party [Francophone]
Belgium	Anseeuw Björn	217086184	bjanseeuw	New Flemish Alliance
Belgium	gautier calomne	212199487	GautierCalomne	Reformist Movement
Belgium	Isabelle Durant	204816763	Isabelle_Durant	Confederated ecologists for the organisation of original struggles
Belgium	griet smaers	204808435	grietsmaers	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Daphné Dumery	202021509	ddumery	New Flemish Alliance
Belgium	De Smet François 	200876111	francoisdesmet	Francophone Democratic Front
Belgium	Thiébaut Eric 	193790469	EricThiebaut	Socialist Party [Francophone]
Belgium	Frédérique Ries	191779603	Frederiqueries	Reformist Movement
Belgium	Johan Van Overtveldt	190955270	jvanovertveldt	New Flemish Alliance
Belgium	Annemie Turtelboom	185991774	ATurtelboom	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Troosters Frank	185283970	FrankTroosters	Flemish Block | Flemish Interest
Belgium	Tom Vandenkendelaere	177605712	tomvdkendelaere	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Özen Özlem 	175438902	OzlemOzen1	Socialist Party [Francophone]
Belgium	Dedecker Jean-Marie	166555933	JMDedecker	Other
Belgium	Bury Katleen	151027434	KatleenBury	Flemish Block | Flemish Interest
Belgium	Steven Vandeput	149447353	svandeput	New Flemish Alliance
Belgium	Van Grieken Tom	145611608	tomvangrieken	Flemish Block | Flemish Interest
Belgium	gilles foret	144874064	gillesforet	Reformist Movement
Belgium	De Vriendt Wouter	144519396	WouterDeVriendt	Agalev -- Green
Belgium	Ponthier Annick	144150596	AnnickPonthier	Flemish Block | Flemish Interest
Belgium	siegfried bracke	144113849	sthbracke	New Flemish Alliance
Belgium	bart de wever	143910307	Bart_DeWever	New Flemish Alliance
Belgium	Jan Jambon	143713239	JanJambon	New Flemish Alliance
Belgium	Vandenput Tim	143385147	TimVandenput	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Creyelman Steven	143001237	StevenCreyelman	Flemish Block | Flemish Interest
Belgium	filip dewinter	142646856	FDW_VB	Flemish Block | Flemish Interest
Belgium	Van Hees Marco	141958841	Marco_VanHees	Workers' Party of Belgium
Belgium	stefaan vercamer	141205805	Stefaanvercamer	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	raf terwingen	141158659	Rafterwingen	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Muylle Nathalie	140510920	nathaliemuylle	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	Dallemagne Georges 	138747473	G_Dallemagne	Other
Belgium	Rigot Hervé	138354896	Herverigot	Socialist Party [Francophone]
Belgium	Piet De Bruyn	132475052	PietDeBruyn	New Flemish Alliance
Belgium	Philippe Muyters	116153121	philippemuyters	New Flemish Alliance
Belgium	Peter Luykx	113442360	peerlux	New Flemish Alliance
Belgium	Kherbache Yasmine	110815614	Kherbache	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Vermeersch Wouter	110529625	WouterVermeersc	Flemish Block | Flemish Interest
Belgium	vincent van peteghem	107486283	vincent_v_p	Flemish Christian Peoples Party | Christian Democrats & Flemish
Belgium	vincent van quickenborne	102008468	VincentVQ	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Charles Michel	98639150	CharlesMichel	Reformist Movement
Belgium	Pas Barbara	97476338	Barbara_Pas	Flemish Block | Flemish Interest
Belgium	Mathias De Clercq	94522443	MathiasDeClercq	Party of Liberty and Progress | Flemish Liberals and Democrats
Belgium	Ducarme Denis	75315061	ducarmedenis	Reformist Movement
